game,platform,genre,release_date,metascore,genre_code_RAWG,months_from_release
The Franz Kafka Videogame,PC,Adventure,2017-04-06,64,3.0,36
Symphony of the Machine,PS4,Puzzle,2017-04-25,64,7.0,36
FATED: The Silent Oath,PS4,Action Adventure,2017-03-28,64,3.0,37
Rise & Shine,PC,Action,2017-01-13,64,4.0,39
Fallen Legion: Sins of an Empire,PS4,Role-Playing,2017-07-18,64,5.0,33
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,XONE,Adventure,2017-05-30,64,3.0,35
Tank Troopers,3DS,Simulation,2017-02-16,64,14.0,38
Accel World vs. Sword Art Online: Millennium Twilight,PS4,Role-Playing,2017-07-07,64,5.0,33
Danger Zone,PS4,Racing,2017-05-30,64,1.0,35
Redeemer,PC,Action Adventure,2017-08-01,64,3.0,32
STRAFE,PC,Action,2017-05-09,64,4.0,35
RiME,Switch,Action,2017-11-14,64,4.0,29
Seasons After Fall,PS4,Action,2017-05-16,64,4.0,35
Vikings: Wolves of Midgard,XONE,Role-Playing,2017-03-28,64,5.0,37
RPG Maker Fes,3DS,Role-Playing,2017-06-27,64,5.0,34
This Is the Police,PS4,Simulation,2017-03-22,63,14.0,37
NBA Playgrounds,Switch,Sports,2017-05-09,63,15.0,35
Serial Cleaner,XONE,Action,2017-07-14,63,4.0,33
Stifled,PS4,Adventure,2017-10-31,63,3.0,30
Arizona Sunshine,PS4,Action,2017-07-05,63,4.0,33
Operation Babel: New Tokyo Legacy,VITA,Role-Playing,2017-05-16,63,5.0,35
Impact Winter,PC,Adventure,2017-05-22,63,3.0,35
Sudden Strike 4,PS4,Strategy,2017-08-15,63,10.0,32
River City: Knights of Justice,3DS,Role-Playing,2017-06-20,62,5.0,34
Ghost Blade HD,PS4,Action,2017-02-28,62,4.0,38
Agents of Mayhem,PS4,Action Adventure,2017-08-15,62,3.0,32
Total War: Rome II - Empire Divided,PC,Strategy,2017-11-30,62,10.0,29
The Coma: Recut,Switch,Action Adventure,2017-12-21,62,3.0,28
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,PS4,Adventure,2017-04-25,62,3.0,36
Mario Sports Superstars,3DS,Sports,2017-03-24,62,15.0,37
Monster of the Deep: Final Fantasy XV,PS4,Sports,2017-11-21,62,15.0,29
Toby: The Secret Mine,XONE,Action,2017-01-20,62,4.0,39
Minecraft: New Nintendo 3DS Edition,3DS,Action Adventure,2017-09-13,62,3.0,31
FlatOut 4: Total Insanity,PS4,Racing,2017-03-17,62,1.0,37
Urban Empire,PC,Strategy,2017-01-20,62,10.0,39
Little Nightmares: The Depths,PS4,General,2017-07-07,62,40.0,33
Malicious Fallen,PS4,Action,2017-02-21,62,4.0,38
99Vidas,PS4,Action,2017-07-18,61,4.0,33
PaRappa the Rapper Remastered,PS4,Action,2017-04-04,61,4.0,36
Crimsonland,Switch,Action,2017-11-24,61,4.0,29
Outcast: Second Contact,PS4,Action Adventure,2017-11-14,61,3.0,29
Need for Speed Payback,PS4,Simulation,2017-11-07,61,14.0,29
Phoning Home,PC,Action Adventure,2017-02-07,61,3.0,38
The Town of Light,XONE,Adventure,2017-06-06,60,3.0,34
I and Me,Switch,Action,2017-07-13,60,4.0,33
Ancient Amuletor,PS4,Adventure,2017-06-27,60,3.0,34
Brawlout,Switch,Action,2017-12-19,60,4.0,28
De-formers,PS4,Action,2017-04-21,60,4.0,36
Planet of the Apes: Last Frontier,PS4,Action Adventure,2017-11-21,59,3.0,29
Rogue Trooper Redux,PS4,Action,2017-10-17,59,4.0,30
TARTARUS,PC,Adventure,2017-11-21,59,3.0,29
Rain World,PS4,Action,2017-03-28,59,4.0,37
LEGO Worlds,Switch,Action Adventure,2017-09-05,59,3.0,31
Astro Duel Deluxe,Switch,Action,2017-05-30,59,4.0,35
Skylar & Plux: Adventure on Clover Island,PS4,Action,2017-05-19,59,4.0,35
SG/ZH: School Girl Zombie Hunter,PS4,Action,2017-11-17,59,4.0,29
Final Fantasy XV: Episode Gladiolus,PS4,Role-Playing,2017-03-29,59,5.0,37
Empathy,PC,Adventure,2017-05-16,59,3.0,35
Cars 3: Driven to Win,Switch,Racing,2017-06-13,59,1.0,34
Memoranda,PC,Adventure,2017-01-25,58,3.0,39
Dead by Daylight,XONE,Action Adventure,2017-06-20,58,3.0,34
Dark Rose Valkyrie,PS4,Role-Playing,2017-06-06,58,5.0,34
The Caligula Effect,VITA,Role-Playing,2017-05-02,58,5.0,35
Formula Fusion,PC,Racing,2017-06-01,58,1.0,34
Elex,PS4,Role-Playing,2017-10-17,58,5.0,30
Micro Machines World Series,XONE,Racing,2017-06-30,57,1.0,34
Destiny 2: Curse of Osiris,PS4,Action,2017-12-05,57,4.0,28
Astro Bears Party,Switch,Action,2017-09-28,57,4.0,31
RWBY: Grimm Eclipse,XONE,Action,2017-01-17,57,4.0,39
Raiders of the Broken Planet,PS4,Strategy,2017-09-22,56,10.0,31
Theseus,PS4,Action Adventure,2017-07-26,56,3.0,33
100ft Robot Golf,PS4,Sports,2017-09-27,56,15.0,31
Drawn to Death,PS4,Action,2017-04-04,56,4.0,36
Perception,PC,Adventure,2017-05-30,56,3.0,35
Cooking Mama: Sweet Shop,3DS,Simulation,2017-05-16,56,14.0,35
Sonic Forces,PC,Action Adventure,2017-11-07,56,3.0,29
Don't Knock Twice,PS4,Adventure,2017-09-05,56,3.0,31
Dead Effect 2,XONE,Action,2017-01-13,56,4.0,39
Sniper: Ghost Warrior 3,PS4,Action,2017-04-25,55,4.0,36
Akiba's Beat,PS4,Action Adventure,2017-05-16,55,3.0,35
2Dark,PS4,Action Adventure,2017-03-10,54,3.0,37
Black Mirror,PS4,Adventure,2017-11-28,54,3.0,29
Valkyria Revolution,PS4,Strategy,2017-06-27,54,10.0,34
Smashbox Arena,PS4,Action,2017-07-25,54,4.0,33
Oure,PS4,Action Adventure,2017-10-30,53,3.0,30
Flip Wars,Switch,Puzzle,2017-07-06,53,7.0,33
Friday the 13th: The Game,XONE,Action Adventure,2017-05-26,53,3.0,35
Has-Been Heroes,Switch,Strategy,2017-03-28,53,10.0,37
Hidden Dragon Legend,PS4,Action,2017-09-19,52,4.0,31
Uncanny Valley,PS4,Action Adventure,2017-02-07,52,3.0,38
Unbox: Newbie's Adventure,Switch,Action,2017-11-21,52,4.0,29
Realpolitiks,PC,Strategy,2017-02-16,52,10.0,38
Caveman Warriors,Switch,Action,2017-12-05,52,4.0,28
New Frontier Days: Founding Pioneers,Switch,Strategy,2017-03-03,52,10.0,37
Mighty Morphin Power Rangers: Mega Battle,PS4,Action,2017-01-17,49,4.0,39
Double Dragon IV,PS4,Action,2017-01-30,49,4.0,39
Moto Racer 4,PS4,Racing,2017-01-24,49,1.0,39
Bush Hockey League,PC,Sports,2017-03-28,48,15.0,37
Syberia 3,PS4,Adventure,2017-04-25,48,3.0,36
League of War: VR Arena,PS4,Strategy,2017-11-07,46,10.0,29
Inmates,PC,Action Adventure,2017-10-05,46,3.0,30
Raid: World War II,PS4,Action Adventure,2017-10-10,46,3.0,30
AereA,PS4,Role-Playing,2017-06-30,46,5.0,34
Verdun,XONE,Action,2017-03-08,46,4.0,37
Reservoir Dogs: Bloody Days,PC,Action,2017-05-18,45,4.0,35
Bubsy: The Woolies Strike Back,PC,Action,2017-10-31,44,4.0,30
Husk,PC,Action Adventure,2017-02-03,44,3.0,38
Vaccine,Switch,Action Adventure,2017-07-06,44,3.0,33
Dead Alliance,XONE,Action,2017-08-29,43,4.0,32
Rugby 18,PS4,Sports,2017-10-24,41,15.0,30
Inner Chains,PC,Action,2017-05-18,40,4.0,35
Drive Girls,VITA,Action,2017-09-08,39,4.0,31
Troll and I,PS4,Action Adventure,2017-03-21,39,3.0,37
The Deer God,Switch,Action,2017-12-21,39,4.0,28
Dying: Reborn,PS4,Adventure,2017-02-28,38,3.0,38
Touhou Kobuto V: Burst Battle,Switch,Action,2017-10-10,38,4.0,30
Randall,PS4,Action,2017-06-06,38,4.0,34
Tokyo Tattoo Girls,VITA,Action,2017-11-14,36,4.0,29
Road Rage,PS4,Simulation,2017-11-14,26,14.0,29
Vroom in the Night Sky,Switch,Sports,2017-04-05,17,15.0,36
Red Dead Redemption 2,PS4,Action Adventure,2018-10-26,97,3.0,18
God of War,PS4,Action Adventure,2018-04-20,94,3.0,24
Undertale,Switch,Role-Playing,2018-09-18,93,5.0,19
Super Smash Bros. Ultimate,Switch,Action,2018-12-07,93,4.0,16
Divinity: Original Sin II - Definitive Edition,PS4,Role-Playing,2018-08-31,92,5.0,20
Bayonetta 2,Switch,Action Adventure,2018-02-16,92,3.0,26
INSIDE,Switch,Action,2018-06-28,91,4.0,22
Shadow of the Colossus,PS4,Action Adventure,2018-02-06,91,3.0,26
NieR: Automata - Become as Gods Edition,XONE,Role-Playing,2018-06-26,90,5.0,22
Bastion,Switch,Role-Playing,2018-09-13,90,5.0,19
Hollow Knight,Switch,Action Adventure,2018-06-12,90,3.0,22
Astro Bot: Rescue Mission,PS4,Action Adventure,2018-10-02,90,3.0,18
Into the Breach,Switch,Strategy,2018-08-28,89,10.0,20
Tetris Effect,PS4,Puzzle,2018-11-09,89,7.0,17
Okami HD,Switch,Action Adventure,2018-08-09,89,3.0,20
Return of the Obra Dinn,PC,Adventure,2018-10-18,89,3.0,18
DUSK,PC,Action,2018-12-10,88,4.0,16
Hyper Light Drifter,Switch,Role-Playing,2018-09-06,88,5.0,19
Injustice 2: Legendary Edition,PS4,Action,2018-03-27,88,4.0,25
Pillars of Eternity II: Deadfire,PC,Role-Playing,2018-05-08,88,5.0,23
Monster Hunter: World,PC,Role-Playing,2018-08-09,88,5.0,20
Diablo III: Eternal Collection,Switch,Role-Playing,2018-11-02,88,5.0,17
Ikaruga,Switch,Action,2018-05-29,88,4.0,23
Celeste,PC,Action,2018-01-25,88,4.0,27
Forza Horizon 4,PC,Racing,2018-09-28,88,1.0,19
Hellblade: Senua's Sacrifice,XONE,Action Adventure,2018-04-11,88,3.0,24
Dead Cells,PS4,Action,2018-08-07,87,4.0,20
Street Fighter V: Arcade Edition,PS4,Action,2018-01-16,87,4.0,27
Marvel's Spider-Man,PS4,Action Adventure,2018-09-07,87,3.0,19
Unavowed,PC,Adventure,2018-08-08,87,3.0,20
Velocity 2X,Switch,Action,2018-09-20,87,4.0,19
Sonic Mania Plus,PS4,Action,2018-07-17,87,4.0,21
RimWorld,PC,Strategy,2018-10-17,86,10.0,18
Crypt of the NecroDancer: Nintendo Switch Edition,Switch,Role-Playing,2018-02-01,86,5.0,26
Donkey Kong Country: Tropical Freeze,Switch,Action,2018-05-04,86,4.0,23
Shantae and the Pirate's Curse,Switch,Action,2018-03-20,86,4.0,25
Yakuza 0,PC,Action Adventure,2018-08-01,86,3.0,20
Guacamelee! Super Turbo Championship Edition,Switch,Action,2018-10-08,86,4.0,18
CrossCode,PC,Role-Playing,2018-09-20,86,5.0,19
Sid Meier's Civilization VI,Switch,Strategy,2018-11-16,86,10.0,17
Transistor,Switch,Role-Playing,2018-11-01,86,5.0,17
Dragon Quest XI: Echoes of an Elusive Age,PS4,Role-Playing,2018-09-04,86,5.0,19
Football Manager 2019,PC,Sports,2018-11-02,86,15.0,17
Mini Metro,Switch,Strategy,2018-08-30,86,10.0,20
Night in the Woods,Switch,Action Adventure,2018-02-01,85,3.0,26
Final Fantasy XV: Windows Edition,PC,Role-Playing,2018-03-06,85,5.0,25
DJMax Respect,PS4,Action,2018-03-06,85,4.0,25
Dragon Ball FighterZ,PC,Action,2018-01-26,85,4.0,27
Batman: The Enemy Within - Episode 5: Same Stitch,PC,Adventure,2018-03-26,85,3.0,25
Yakuza Kiwami 2,PS4,Action Adventure,2018-08-28,85,3.0,20
West of Loathing,Switch,Role-Playing,2018-05-31,85,5.0,23
Darkest Dungeon,Switch,Role-Playing,2018-01-18,85,5.0,27
Moss,PS4,Action Adventure,2018-02-27,85,3.0,26
Monster Boy and the Cursed Kingdom,XONE,Action Adventure,2018-12-04,85,3.0,16
Radiant Historia: Perfect Chronology,3DS,Role-Playing,2018-02-13,85,5.0,26
428: Shibuya Scramble,PS4,Action Adventure,2018-09-04,85,3.0,19
Keep Talking and Nobody Explodes,Switch,Adventure,2018-08-16,84,3.0,20
Shantae: Half-Genie Hero - Ultimate Edition,Switch,Action,2018-05-08,84,4.0,23
Beat Saber,PS4,Action,2018-11-20,84,4.0,17
Valkyria Chronicles,Switch,Strategy,2018-10-16,84,10.0,18
Toki Tori 2 +,Switch,Puzzle,2018-02-23,84,7.0,26
Bayonetta,Switch,Action Adventure,2018-02-16,84,3.0,26
Child of Light,Switch,Role-Playing,2018-10-11,84,5.0,18
Total War: WARHAMMER II - Rise of the Tomb Kings,PC,Strategy,2018-01-23,84,10.0,27
Kingdom: Two Crowns,Switch,Action,2018-12-11,84,4.0,16
Frostpunk,PC,Action Adventure,2018-04-24,84,3.0,24
Danmaku Unlimited 3,Switch,Action,2018-03-13,84,4.0,25
GRIS,Switch,Action,2018-12-13,84,4.0,16
Super Meat Boy,Switch,Action,2018-01-11,84,4.0,27
Just Shapes & Beats,Switch,Action,2018-05-31,83,4.0,23
Assassin's Creed Origins: The Curse of the Pharaohs,PS4,Action Adventure,2018-03-13,83,3.0,25
Two Point Hospital,PC,Simulation,2018-08-29,83,14.0,20
Fortnite,Switch,Action,2018-06-12,83,4.0,22
Final Fantasy XII: The Zodiac Age,PC,Role-Playing,2018-02-01,83,5.0,26
Dark Souls Remastered,Switch,Role-Playing,2018-10-19,83,5.0,18
Call of Duty: Black Ops 4,PC,Action,2018-10-12,83,4.0,18
Total War: WARHAMMER II - Curse of the Vampire Coast,PC,Strategy,2018-11-08,83,10.0,17
Yakuza 6: The Song of Life,PS4,Action Adventure,2018-04-17,83,3.0,24
Octopath Traveler,Switch,General,2018-07-13,83,40.0,21
Dynasty Warriors 8: Xtreme Legends - Definitive Edition,Switch,Action,2018-12-27,83,4.0,16
LIMBO,Switch,Action,2018-06-28,83,4.0,22
Overcooked! 2: Surf 'n' Turf,Switch,Action,2018-10-03,83,4.0,18
Owlboy,XONE,Action Adventure,2018-04-10,83,3.0,24
Iconoclasts,PS4,Action Adventure,2018-01-23,83,3.0,27
Flipping Death,Switch,Action,2018-08-07,83,4.0,20
Assassin's Creed Odyssey,PS4,Action Adventure,2018-10-02,83,3.0,18
F1 2018,PC,Racing,2018-08-23,83,1.0,20
Yoku's Island Express,Switch,Action,2018-05-29,82,4.0,23
Flat Heroes,Switch,Action,2018-08-02,82,4.0,20
Destiny 2: Forsaken,PS4,Action,2018-09-04,82,4.0,19
Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,Switch,Strategy,2018-06-26,82,10.0,22
Valkyria Chronicles 4,Switch,Strategy,2018-09-25,82,10.0,19
Salt and Sanctuary,Switch,Action,2018-08-02,82,4.0,20
Hitman 2,PS4,Action Adventure,2018-11-09,82,3.0,17
WindJammers,Switch,Sports,2018-10-23,82,15.0,18
Sprint Vector,PS4,Racing,2018-02-13,82,1.0,26
Splatoon 2: Octo Expansion,Switch,Action,2018-06-13,82,4.0,22
Freedom Planet,Switch,Action,2018-08-30,82,4.0,20
Ys VIII: Lacrimosa of DANA,Switch,Role-Playing,2018-06-26,82,5.0,22
MLB The Show 18,PS4,Sports,2018-03-27,82,15.0,25
Toki Tori,Switch,Puzzle,2018-03-30,82,7.0,25
Warhammer: Vermintide 2,PC,Action,2018-03-08,82,4.0,25
Victor Vran: Overkill Edition,Switch,Role-Playing,2018-08-28,82,5.0,20
The Banner Saga 2,Switch,Strategy,2018-06-07,81,10.0,22
Dragon Quest Builders,Switch,Action Adventure,2018-02-09,81,3.0,26
Slime-san: Superslime Edition,PS4,Action Adventure,2018-06-26,81,3.0,22
Super One More Jump,Switch,Action,2018-01-25,81,4.0,27
The Sims 4: Seasons,PC,Simulation,2018-06-22,81,14.0,22
Super Mega Baseball 2,XONE,Sports,2018-05-01,81,15.0,23
The Lion's Song,Switch,Adventure,2018-07-10,81,3.0,21
Wreckfest,PC,Driving,2018-06-14,81,1.0,22
Wandersong,Switch,Action,2018-09-27,81,4.0,19
The Elder Scrolls V: Skyrim VR,PC,Role-Playing,2018-04-02,81,5.0,24
Overcooked! 2,PS4,Action,2018-08-07,81,4.0,20
Katamari Damacy REROLL,PC,Action Adventure,2018-12-06,81,3.0,16
CHUCHEL,PC,Adventure,2018-03-07,81,3.0,25
Timespinner,PS4,Action,2018-09-25,81,4.0,19
Ni no Kuni II: Revenant Kingdom,PC,Role-Playing,2018-03-23,81,5.0,25
Laser League,XONE,Sports,2018-05-10,81,15.0,23
Ys Origin,XONE,Role-Playing,2018-04-11,81,5.0,24
The Darkside Detective,Switch,Adventure,2018-02-07,81,3.0,26
Rogue Legacy,Switch,Action,2018-11-06,81,4.0,17
Youropa,PC,Action Adventure,2018-06-27,80,3.0,22
SoulCalibur VI,PC,Action,2018-10-18,80,4.0,18
Arena of Valor,Switch,Strategy,2018-09-25,80,10.0,19
Subnautica,PS4,Adventure,2018-12-04,80,3.0,16
Pinball FX3: Bethesda Pinball,Switch,Action,2018-04-04,80,4.0,24
Shin Megami Tensei: Strange Journey Redux,3DS,General,2018-05-15,80,40.0,23
N++,Switch,Action,2018-05-24,80,4.0,23
"Guns, Gore & Cannoli 2",PC,Action,2018-03-02,80,4.0,25
The Banner Saga 1,Switch,Strategy,2018-05-17,80,10.0,23
Xenoblade Chronicles 2: Torna ~ The Golden Country,Switch,Role-Playing,2018-09-14,80,5.0,19
South Park: The Fractured But Whole,Switch,Role-Playing,2018-04-24,80,5.0,24
Life is Strange: Before the Storm - Farewell,PS4,Action Adventure,2018-03-05,80,3.0,25
OkunoKA,Switch,Action,2018-11-30,80,4.0,17
ABZU,Switch,Adventure,2018-11-29,80,3.0,17
Dragon's Crown Pro,PS4,Action,2018-05-15,80,4.0,23
Monster Hunter Generations Ultimate,Switch,Role-Playing,2018-08-28,80,5.0,20
Octahedron,PS4,Action,2018-03-20,80,4.0,25
This War of Mine: Complete Edition,Switch,Strategy,2018-11-27,80,10.0,17
NHL 19,PS4,Sports,2018-09-14,80,15.0,19
The Red Strings Club,PC,Adventure,2018-01-22,80,3.0,27
"Pokemon: Let's Go, Eevee!",Switch,Action RPG,2018-11-16,80,5.0,17
Madden NFL 19,PS4,Sports,2018-08-10,80,15.0,20
Aaero: Complete Edition,Switch,Action,2018-12-24,80,4.0,16
Life is Strange 2: Episode 1 - Roads,XONE,Action Adventure,2018-09-27,80,3.0,19
Pac-Man Championship Edition 2 Plus,Switch,Action,2018-02-22,80,4.0,26
Lumines Remastered,PS4,Puzzle,2018-06-26,80,7.0,22
Unforeseen Incidents,PC,Adventure,2018-05-24,80,3.0,23
FAR: Lone Sails,PC,Action,2018-05-17,80,4.0,23
Battle Chasers: Nightwar,Switch,Role-Playing,2018-05-15,80,5.0,23
The Banner Saga 3,PS4,Strategy,2018-07-26,80,10.0,21
Layers of Fear: Legacy,Switch,Adventure,2018-02-21,80,3.0,26
Firewall Zero Hour,PS4,Action,2018-08-28,79,4.0,20
Thronebreaker: The Witcher Tales,PS4,Role-Playing,2018-12-04,79,5.0,16
Slayaway Camp: Butcher's Cut,Switch,Puzzle,2018-03-22,79,7.0,25
Detention,Switch,Adventure,2018-03-01,79,3.0,25
For the King,PC,Role-Playing,2018-04-19,79,5.0,24
Skies of Fury DX,Switch,Simulation,2018-04-12,79,14.0,24
Little Nightmares: Complete Edition,Switch,Action Adventure,2018-05-18,79,3.0,23
Subsurface Circular,Switch,Adventure,2018-03-01,79,3.0,25
Runbow,Switch,Action,2018-07-03,79,4.0,21
"Pokemon: Let's Go, Pikachu!",Switch,Action RPG,2018-11-16,79,5.0,17
La-Mulana 2,PC,Action Adventure,2018-07-30,79,3.0,21
Archangel: Hellfire,PC,Simulation,2018-07-17,79,14.0,21
Pro Evolution Soccer 2019,PS4,Sports,2018-08-28,79,15.0,20
Fire Pro Wrestling World,PS4,Sports,2018-08-28,79,15.0,20
"Warhammer 40,000: Mechanicus",PC,Action,2018-11-15,79,4.0,17
Joe Dever's Lone Wolf,Switch,Action,2018-02-16,79,4.0,26
Outlast 2,Switch,Action Adventure,2018-03-27,79,3.0,25
Steredenn: Binary Stars,Switch,Action,2018-03-08,79,4.0,25
Burnout Paradise Remastered,XONE,Racing,2018-03-16,79,1.0,25
Bleed 2,PS4,Action,2018-02-06,79,4.0,26
Captain Toad: Treasure Tracker,3DS,Action,2018-07-13,79,4.0,21
Wolfenstein II: The New Colossus,Switch,Action,2018-06-29,79,4.0,22
World of Warcraft: Battle for Azeroth,PC,Role-Playing,2018-08-13,79,5.0,20
Sid Meier's Civilization VI: Rise and Fall,PC,Strategy,2018-02-08,79,10.0,26
Tacoma,PS4,Adventure,2018-05-08,79,3.0,23
EVERSPACE,PS4,Action Adventure,2018-05-22,78,3.0,23
BattleTech,PC,Strategy,2018-04-24,78,10.0,24
Detroit: Become Human,PS4,Action Adventure,2018-05-25,78,3.0,23
For Honor: Marching Fire,PS4,Action Adventure,2018-10-16,78,3.0,18
Death Road to Canada,PS4,Action,2018-05-08,78,4.0,23
Insurgency: Sandstorm,PC,Strategy,2018-12-12,78,10.0,16
Musynx,Switch,Action,2018-06-19,78,4.0,22
The Persistence,PS4,Adventure,2018-07-24,78,3.0,21
Ashen,XONE,Role-Playing,2018-12-07,78,5.0,16
Sairento VR,PC,Action,2018-01-19,78,4.0,27
A Way Out,PC,Action,2018-03-23,78,4.0,25
Taiko no Tatsujin: Drum 'n' Fun!,Switch,Action,2018-11-02,78,4.0,17
Cosmic Star Heroine,Switch,Role-Playing,2018-08-14,78,5.0,20
Pit People,PC,Action,2018-03-02,78,4.0,25
Kenshi,PC,General,2018-12-06,78,40.0,16
Under Night In-Birth Exe:Late[st],PS4,Action,2018-02-09,78,4.0,26
Project Warlock,PC,Action,2018-10-18,78,4.0,18
The Forest,PS4,Action Adventure,2018-11-06,78,3.0,17
My Brother Rabbit,XONE,Puzzle,2018-09-21,78,7.0,19
ATOMIK: RunGunJumpGun,Switch,Action,2018-02-08,78,4.0,26
Far Cry 5,PC,Action,2018-03-27,78,4.0,25
Hyrule Warriors: Definitive Edition,Switch,Action,2018-05-18,78,4.0,23
EVERSPACE: Stellar Edition,Switch,Action Adventure,2018-12-11,78,3.0,16
The Missing: JJ Macfield and the Island of Memories,PS4,Action,2018-10-15,77,4.0,18
Tower of Time,PC,Role-Playing,2018-04-12,77,5.0,24
No Man's Sky,XONE,Action Adventure,2018-07-24,77,3.0,21
Mega Man 11,XONE,Action,2018-10-02,77,4.0,18
Bloodstained: Curse of the Moon,PC,Action Adventure,2018-05-24,77,3.0,23
Final Fantasy XV: Royal Edition,PS4,Role-Playing,2018-03-06,77,5.0,25
Little Red Lie,PS4,Adventure,2018-01-09,77,3.0,27
Ancestors Legacy,PC,Strategy,2018-05-22,77,10.0,23
Bomb Chicken,Switch,Action,2018-07-12,77,4.0,21
The Sims 4: Get Famous,PC,Simulation,2018-11-16,77,14.0,17
20XX,Switch,Action,2018-07-10,77,4.0,21
Flashback,Switch,Action,2018-06-17,77,4.0,22
Outlast: Bundle of Terror,Switch,Action Adventure,2018-02-27,77,3.0,26
CastleStorm,Switch,Strategy,2018-08-16,77,10.0,20
Solo,PC,Action,2018-04-26,77,4.0,24
A Case of Distrust,PC,Adventure,2018-02-08,77,3.0,26
Valiant Hearts: The Great War,Switch,Action,2018-11-08,77,4.0,17
The Vanishing of Ethan Carter,XONE,Adventure,2018-01-19,77,3.0,27
Batman: The Enemy Within - Episode 4: What Ails You,PS4,Adventure,2018-01-22,77,3.0,27
WWE 2K19,PS4,Sports,2018-10-05,77,15.0,18
Football Manager Touch 2018,Switch,Sports,2018-04-13,77,15.0,24
The World Ends with You: Final Remix,Switch,Role-Playing,2018-10-12,77,5.0,18
Blasters of the Universe,PS4,Action,2018-02-27,76,4.0,26
Disgaea 1 Complete,Switch,Strategy,2018-10-09,76,10.0,18
BlazBlue: Cross Tag Battle,PS4,Action,2018-06-05,76,4.0,22
Kerbal Space Program: Making History,PC,Simulation,2018-03-13,76,14.0,25
Frozen Synapse 2,PC,Strategy,2018-09-13,76,10.0,19
NBA 2K19,PC,Arcade,2018-09-06,76,11.0,19
Last Day of June,Switch,Adventure,2018-03-16,76,3.0,25
Super Chariot,Switch,Action,2018-05-10,76,4.0,23
Friday the 13th: Killer Puzzle,Switch,Puzzle,2018-10-25,76,7.0,18
The Elder Scrolls Online: Summerset,PS4,Role-Playing,2018-06-05,76,5.0,22
Wulverblade,PS4,Action,2018-01-30,76,4.0,27
Sushi Striker: The Way of Sushido,Switch,Puzzle,2018-06-08,76,7.0,22
Candleman: The Complete Journey,PC,Action,2018-01-31,76,4.0,27
Sundered: Eldritch Edition,Switch,Action Adventure,2018-12-21,76,3.0,16
Bombslinger,Switch,Puzzle,2018-04-11,76,7.0,24
Kingdom Come: Deliverance,PC,Action Adventure,2018-02-13,76,3.0,26
Mutant Year Zero: Road to Eden,PS4,Strategy,2018-12-04,76,10.0,16
One Piece: Pirate Warriors 3 - Deluxe Edition,Switch,Action,2018-05-10,76,4.0,23
Marvel's Spider-Man: The Heist,PS4,Action Adventure,2018-10-23,76,3.0,18
Pode,Switch,Adventure,2018-06-21,76,3.0,22
Aggressors: Ancient Rome,PC,Strategy,2018-08-30,76,10.0,20
Forgotton Anne,PC,Adventure,2018-05-15,76,3.0,23
Artifact,PC,Strategy,2018-11-28,76,10.0,17
Horizon Chase Turbo,PC,Racing,2018-05-15,76,1.0,23
Shadow Bug,Switch,Action,2018-03-30,75,4.0,25
A Total War Saga: Thrones of Britannia,PC,Strategy,2018-05-02,75,10.0,23
MXGP Pro,XONE,Racing,2018-07-10,75,1.0,21
Prey: Mooncrash,PC,Action,2018-06-10,75,4.0,22
Star Control: Origins,PC,Strategy,2018-09-20,75,10.0,19
SteamWorld Dig: A Fistful of Dirt,Switch,Action,2018-02-01,75,4.0,26
Shadow of the Tomb Raider,PS4,Action Adventure,2018-09-12,75,3.0,19
The Awesome Adventures of Captain Spirit,PS4,Action Adventure,2018-06-25,75,3.0,22
Wasteland 2: Director's Cut,Switch,Role-Playing,2018-09-13,75,5.0,19
EA Sports UFC 3,PS4,Sports,2018-01-30,75,15.0,27
Mario Tennis Aces,Switch,Sports,2018-06-22,75,15.0,22
Hakuoki: Edo Blossoms,VITA,Adventure,2018-03-13,75,3.0,25
Old School Musical,Switch,Action,2018-09-13,75,4.0,19
Cattails,Switch,Role-Playing,2018-11-29,75,5.0,17
Donut County,PS4,Action Adventure,2018-08-28,75,3.0,20
Creed: Rise to Glory,PS4,Sports,2018-09-25,75,15.0,19
Tempest 4000,PS4,Action,2018-07-17,75,4.0,21
Figment,Switch,Action,2018-06-28,75,4.0,22
Blade Strangers,Switch,Action,2018-08-28,75,4.0,20
